sn,NP,bacteria,strain,NP_synthesis,drug,drug_dose_µg_disk,NP_concentration_µg_ml,NP_size_min_nm,NP_size_max_nm,NP_size_avg_nm,shape,method,ZOI_drug_mm_or_MIC _µg_ml,error_ZOI_drug_mm_or_MIC_µg_ml,ZOI_NP_mm_or_MIC_np_µg_ml,error_ZOI_NP_mm_or_MIC_np_µg_ml,ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,error_ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,fold_increase_in_antibacterial_activity,zeta_potential_mV,MDR,FIC,effect,reference,doi,article_list,time_hr,coating_with_antimicrobial_peptide_polymers,combined_MIC,peptide_MIC,viability_%,viability_error,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
49,Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Ceftriaxone,,,8,12.0,10.0,spherical,MBC,2048.0,,,,2048.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
50,Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Vancomycin,,,8,12.0,10.0,spherical,MBC,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
51,Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Ciprofloxacin,,,8,12.0,10.0,spherical,MBC,16.0,,,,4.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
52,Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Doxycycline,,,8,12.0,10.0,spherical,MBC,64.0,,,,0.5,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
53,Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Tetracycline,,,8,12.0,10.0,spherical,MBC,64.0,,,,0.5,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
54,Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Chloramphenicol,,,8,12.0,10.0,spherical,MBC,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
55,Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Trimethoprim,,,8,12.0,10.0,spherical,MBC,64.0,,,,0.5,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
56,Ag,Klebsiella aerogenes,NCIM 2964,green_synthesis using Acinetobacter calcoaceticus,Amikacin,,,8,12.0,10.0,spherical,MBC,1.0,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
57,Ag,Klebsiella aerogenes,NCIM 2964,green_synthesis using Acinetobacter calcoaceticus,Gentamicin,,,8,12.0,10.0,spherical,MBC,0.25,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
58,Ag,Klebsiella aerogenes,NCIM 2964,green_synthesis using Acinetobacter calcoaceticus,Kanamycin,,,8,12.0,10.0,spherical,MBC,256.0,,,,0.125,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
59,Ag,Klebsiella aerogenes,NCIM 2964,green_synthesis using Acinetobacter calcoaceticus,Amoxicillin,,,8,12.0,10.0,spherical,MBC,1024.0,,,,2.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
60,Ag,Klebsiella aerogenes,NCIM 2964,green_synthesis using Acinetobacter calcoaceticus,Ampicillin,,,8,12.0,10.0,spherical,MBC,128.0,,,,0.125,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
61,Ag,Klebsiella aerogenes,NCIM 2964,green_synthesis using Acinetobacter calcoaceticus,Penicillin,,,8,12.0,10.0,spherical,MBC,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
62,Ag,Klebsiella aerogenes,NCIM 2964,green_synthesis using Acinetobacter calcoaceticus,Ceftazidime,,,8,12.0,10.0,spherical,MBC,1.0,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
63,Ag,Klebsiella aerogenes,NCIM 2964,green_synthesis using Acinetobacter calcoaceticus,Ceftriaxone,,,8,12.0,10.0,spherical,MBC,0.015,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
64,Ag,Klebsiella aerogenes,NCIM 2964,green_synthesis using Acinetobacter calcoaceticus,Vancomycin,,,8,12.0,10.0,spherical,MBC,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
65,Ag,Klebsiella aerogenes,NCIM 2964,green_synthesis using Acinetobacter calcoaceticus,Ciprofloxacin,,,8,12.0,10.0,spherical,MBC,0.015,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
66,Ag,Klebsiella aerogenes,NCIM 2964,green_synthesis using Acinetobacter calcoaceticus,Doxycycline,,,8,12.0,10.0,spherical,MBC,32.0,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
67,Ag,Klebsiella aerogenes,NCIM 2964,green_synthesis using Acinetobacter calcoaceticus,Tetracycline,,,8,12.0,10.0,spherical,MBC,32.0,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
68,Ag,Klebsiella aerogenes,NCIM 2964,green_synthesis using Acinetobacter calcoaceticus,Chloramphenicol,,,8,12.0,10.0,spherical,MBC,64.0,,,,0.125,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
69,Ag,Klebsiella aerogenes,NCIM 2964,green_synthesis using Acinetobacter calcoaceticus,Trimethoprim,,,8,12.0,10.0,spherical,MBC,0.125,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
70,Ag,Pseudomonas aeruginosa,NCIM 5029,green_synthesis using Acinetobacter calcoaceticus,Amikacin,,,8,12.0,10.0,spherical,MBC,0.5,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
71,Ag,Pseudomonas aeruginosa,NCIM 5029,green_synthesis using Acinetobacter calcoaceticus,Gentamicin,,,8,12.0,10.0,spherical,MBC,0.125,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
72,Ag,Pseudomonas aeruginosa,NCIM 5029,green_synthesis using Acinetobacter calcoaceticus,Kanamycin,,,8,12.0,10.0,spherical,MBC,512.0,,,,2.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
73,Ag,Pseudomonas aeruginosa,NCIM 5029,green_synthesis using Acinetobacter calcoaceticus,Amoxicillin,,,8,12.0,10.0,spherical,MBC,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
74,Ag,Pseudomonas aeruginosa,NCIM 5029,green_synthesis using Acinetobacter calcoaceticus,Ampicillin,,,8,12.0,10.0,spherical,MBC,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
75,Ag,Pseudomonas aeruginosa,NCIM 5029,green_synthesis using Acinetobacter calcoaceticus,Penicillin,,,8,12.0,10.0,spherical,MBC,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
76,Ag,Pseudomonas aeruginosa,NCIM 5029,green_synthesis using Acinetobacter calcoaceticus,Ceftazidime,,,8,12.0,10.0,spherical,MBC,0.5,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
77,Ag,Pseudomonas aeruginosa,NCIM 5029,green_synthesis using Acinetobacter calcoaceticus,Ceftriaxone,,,8,12.0,10.0,spherical,MBC,32.0,,,,0.125,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
78,Ag,Pseudomonas aeruginosa,NCIM 5029,green_synthesis using Acinetobacter calcoaceticus,Vancomycin,,,8,12.0,10.0,spherical,MBC,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
79,Ag,Pseudomonas aeruginosa,NCIM 5029,green_synthesis using Acinetobacter calcoaceticus,Ciprofloxacin,,,8,12.0,10.0,spherical,MBC,0.06,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
80,Ag,Pseudomonas aeruginosa,NCIM 5029,green_synthesis using Acinetobacter calcoaceticus,Doxycycline,,,8,12.0,10.0,spherical,MBC,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
81,Ag,Pseudomonas aeruginosa,NCIM 5029,green_synthesis using Acinetobacter calcoaceticus,Tetracycline,,,8,12.0,10.0,spherical,MBC,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
82,Ag,Pseudomonas aeruginosa,NCIM 5029,green_synthesis using Acinetobacter calcoaceticus,Chloramphenicol,,,8,12.0,10.0,spherical,MBC,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
83,Ag,Pseudomonas aeruginosa,NCIM 5029,green_synthesis using Acinetobacter calcoaceticus,Trimethoprim,,,8,12.0,10.0,spherical,MBC,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
84,Ag,Shigella sonnei,MTCC 2957,green_synthesis using Acinetobacter calcoaceticus,Amikacin,,,8,12.0,10.0,spherical,MBC,0.5,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
85,Ag,Shigella sonnei,MTCC 2957,green_synthesis using Acinetobacter calcoaceticus,Gentamicin,,,8,12.0,10.0,spherical,MBC,0.06,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
86,Ag,Shigella sonnei,MTCC 2957,green_synthesis using Acinetobacter calcoaceticus,Kanamycin,,,8,12.0,10.0,spherical,MBC,0.5,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
87,Ag,Shigella sonnei,MTCC 2957,green_synthesis using Acinetobacter calcoaceticus,Amoxicillin,,,8,12.0,10.0,spherical,MBC,2048.0,,,,32.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
88,Ag,Shigella sonnei,MTCC 2957,green_synthesis using Acinetobacter calcoaceticus,Ampicillin,,,8,12.0,10.0,spherical,MBC,256.0,,,,64.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
89,Ag,Shigella sonnei,MTCC 2957,green_synthesis using Acinetobacter calcoaceticus,Penicillin,,,8,12.0,10.0,spherical,MBC,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
90,Ag,Shigella sonnei,MTCC 2957,green_synthesis using Acinetobacter calcoaceticus,Ceftazidime,,,8,12.0,10.0,spherical,MBC,1.0,,,,0.125,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
91,Ag,Shigella sonnei,MTCC 2957,green_synthesis using Acinetobacter calcoaceticus,Ceftriaxone,,,8,12.0,10.0,spherical,MBC,0.5,,,,0.125,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
92,Ag,Shigella sonnei,MTCC 2957,green_synthesis using Acinetobacter calcoaceticus,Vancomycin,,,8,12.0,10.0,spherical,MBC,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
93,Ag,Shigella sonnei,MTCC 2957,green_synthesis using Acinetobacter calcoaceticus,Ciprofloxacin,,,8,12.0,10.0,spherical,MBC,0.015,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
94,Ag,Shigella sonnei,MTCC 2957,green_synthesis using Acinetobacter calcoaceticus,Doxycycline,,,8,12.0,10.0,spherical,MBC,64.0,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
95,Ag,Shigella sonnei,MTCC 2957,green_synthesis using Acinetobacter calcoaceticus,Tetracycline,,,8,12.0,10.0,spherical,MBC,128.0,,,,0.06,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
96,Ag,Shigella sonnei,MTCC 2957,green_synthesis using Acinetobacter calcoaceticus,Chloramphenicol,,,8,12.0,10.0,spherical,MBC,128.0,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
97,Ag,Shigella sonnei,MTCC 2957,green_synthesis using Acinetobacter calcoaceticus,Trimethoprim,,,8,12.0,10.0,spherical,MBC,4096.0,,,,4.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
98,Ag,Salmonella typhimurium,NCIM 2501,green_synthesis using Acinetobacter calcoaceticus,Amikacin,,,8,12.0,10.0,spherical,MBC,1.0,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
99,Ag,Salmonella typhimurium,NCIM 2501,green_synthesis using Acinetobacter calcoaceticus,Gentamicin,,,8,12.0,10.0,spherical,MBC,0.5,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
100,Ag,Salmonella typhimurium,NCIM 2501,green_synthesis using Acinetobacter calcoaceticus,Kanamycin,,,8,12.0,10.0,spherical,MBC,2.0,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
101,Ag,Salmonella typhimurium,NCIM 2501,green_synthesis using Acinetobacter calcoaceticus,Amoxicillin,,,8,12.0,10.0,spherical,MBC,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
102,Ag,Salmonella typhimurium,NCIM 2501,green_synthesis using Acinetobacter calcoaceticus,Ampicillin,,,8,12.0,10.0,spherical,MBC,32.0,,,,0.015,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
103,Ag,Salmonella typhimurium,NCIM 2501,green_synthesis using Acinetobacter calcoaceticus,Penicillin,,,8,12.0,10.0,spherical,MBC,,,,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,10.3390/antibiotics11091205,3,20.0,,,,,,Antibiotics,MDPI AG,2022,Silver Nanoparticle-Based Therapy: Can It Be Useful to Combat Multi-Drug Resistant Bacteria?,True,True,gold,3_antibiotics-11-01205-v2.pdf,1
